337,Fallout: New Vegas,https://www.igdb.com/games/fallout-new-vegas
338,"Sentinel, The",https://www.igdb.com/games/the-sentinel
339,Life Is Strange,https://www.igdb.com/games/life-is-strange
340,Freespace 2,https://www.igdb.com/games/freespace-2
341,Valkyria Chronicles,https://www.igdb.com/games/valkyria-chronicles
342,Battlefield 2,https://www.igdb.com/games/battlefield-2
343,Bust-A-Move (AKA Puzzle Bobble),https://www.igdb.com/games/bust-a-move
344,Tetris Attack (AKA Panel de Pon),https://www.igdb.com/games/panel-de-pon
345,"Sims 3, The",https://www.igdb.com/games/the-sims-3
346,Colossal Cave Adventure,https://www.igdb.com/games/colossal-cave-adventure
347,Virtua Racing,https://www.igdb.com/games/virtua-racing
348,Syndicate,https://www.igdb.com/games/syndicate--2
349,NFL 2K (Series),https://www.igdb.com/games/nfl-2k
350,Cuphead,https://www.igdb.com/games/cuphead
351,Total Annihilation,https://www.igdb.com/games/total-annihilation
352,Ghouls N Ghosts,https://www.igdb.com/games/ghouls-n-ghosts
353,Samurai Shodown,https://www.igdb.com/games/samurai-shodown
354,Super Bomberman 2,https://www.igdb.com/games/super-bomberman-2
355,NBA 2K (Series),https://www.igdb.com/games/nba-2k
356,Virtua Tennis (Series),https://www.igdb.com/games/virtua-tennis
357,Mass Effect 3,https://www.igdb.com/games/mass-effect-3
358,Mega Bomberman (AKA Bomberman 94),https://www.igdb.com/games/bomberman-94
359,Virtua Fighter 4,https://www.igdb.com/games/virtua-fighter-4
360,Crusader Kings II,https://www.igdb.com/games/crusader-kings-ii
361,Flashback,https://www.igdb.com/games/flashback-the-quest-for-identity
362,Phantasy Star II,https://www.igdb.com/games/phantasy-star-ii
363,Battlezone,https://www.igdb.com/games/battlezone--1
364,Impossible Mission,https://www.igdb.com/games/impossible-mission
365,Uncharted 4: A Thief's End,https://www.igdb.com/games/uncharted-4-a-thief-s-end
366,Call of Duty,https://www.igdb.com/games/call-of-duty
367,Zelda II: The Adventure of Link,https://www.igdb.com/games/zelda-ii-the-adventure-of-link
368,Spacewar!,https://www.igdb.com/games/spacewar
369,Ninja Gaiden (2004),https://www.igdb.com/games/ninja-gaiden
370,Mega Man 3,https://www.igdb.com/games/mega-man-3
371,Ghosts N Goblins,https://www.igdb.com/games/ghosts-n-goblins--1
372,Pac-Man Championship Edition,https://www.igdb.com/games/pac-man-championship-edition
373,Track & Field (Series),https://www.igdb.com/games/track-field
374,Super Monkey Ball,https://www.igdb.com/games/super-monkey-ball
375,Street Fighter Alpha 3,https://www.igdb.com/games/street-fighter-alpha-3
376,God Hand,https://www.igdb.com/games/god-hand
377,Flower,https://www.igdb.com/games/flower
378,Peggle,https://www.igdb.com/games/peggle
379,Star Wars: X-Wing vs TIE Fighter,https://www.igdb.com/games/star-wars-x-wing-vs-tie-fighter
380,Kingdom Hearts,https://www.igdb.com/games/kingdom-hearts
381,Elite Beat Agents,https://www.igdb.com/games/elite-beat-agents
382,"Operative, The: No One Lives Forever",https://www.igdb.com/games/the-operative-no-one-lives-forever
383,Call of Duty 2,https://www.igdb.com/games/call-of-duty-2
384,Mother 3,https://www.igdb.com/games/mother-3
385,Kingdom Hearts II,https://www.igdb.com/games/kingdom-hearts-ii
386,Grand Prix Legends,https://www.igdb.com/games/grand-prix-legends
387,Ridge Racer,https://www.igdb.com/games/ridge-racer--1
388,Centipede,https://www.igdb.com/games/centipede
389,Stunt Car Racer,https://www.igdb.com/games/stunt-car-racer
390,TowerFall (AKA TowerFall: Ascension),https://www.igdb.com/games/towerfall-ascension
391,Virtua Fighter 5,https://www.igdb.com/games/virtua-fighter-5
